join_index,sampling_index,origin,destination,area,ttpTravelTime,metadata
212,212,"40.8979835 , 30.921161","40.897429100000004 , 30.845973700000002",urban-urban,1924,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
213,213,"38.0092906 , 32.5122609","37.897004700000004 , 32.3998574",urban-urban,1924,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
214,214,"37.9403506 , 32.483919","37.804636300000006 , 32.4841247",urban-urban,1925,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
215,215,"37.743646600000005 , 29.0927477","37.8127115 , 29.0242584",urban-urban,1674,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
216,216,"37.9348307 , 32.497886900000005","37.769229800000005 , 32.4973953",urban-urban,1926,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
217,217,"37.8471951 , 32.431368500000005","37.7593504 , 32.5195121",urban-urban,1673,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
218,218,"40.6875694 , 29.915143200000003","40.787758700000005 , 29.914664600000002",urban-urban,1927,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
219,219,"40.766273000000005 , 29.7922811","40.7668467 , 30.0117283",urban-urban,1673,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
220,220,"40.764768000000004 , 29.778379800000003","40.764966300000005 , 30.025364800000002",urban-urban,1672,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
221,221,"37.824164100000004 , 27.2653046","37.7404883 , 27.264956700000003",urban-urban,1671,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
222,222,"39.9315368 , 32.5929285","40.0225042 , 32.501431700000005",urban-urban,1671,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
223,223,"40.6961661 , 29.8855523","40.761974 , 29.885691400000002",urban-urban,1671,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
224,224,"40.7012796 , 29.820642000000003","40.7627475 , 29.881827800000003",urban-urban,1930,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
225,225,"36.971726600000004 , 35.291619700000005","37.061096500000005 , 35.2919809",urban-urban,1932,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
226,226,"40.7754422 , 29.9377326","40.775710100000005 , 29.7226439",urban-urban,1668,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
227,227,"40.7655412 , 29.9546303","40.686525200000005 , 30.033488300000002",urban-rural,1667,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
228,228,"40.766141700000006 , 29.792243000000003","40.7658028 , 30.009687000000003",urban-urban,1667,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
229,229,"40.7146358 , 29.8069041","40.7150362 , 30.0177124",urban-urban,1933,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
230,230,"37.0271862 , 35.407999700000005","36.9324918 , 35.313007400000004",urban-urban,1665,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
231,231,"37.834866600000005 , 32.5145489","38.058871100000005 , 32.5140119",urban-urban,1935,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
232,232,"37.9345586 , 32.5027543","37.7584406 , 32.5025892",urban-urban,1936,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
233,233,"41.2622847 , 27.9662149","41.3485582 , 27.9658194",urban-urban,1664,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
234,234,"37.735546 , 29.1162379","37.807284200000005 , 29.0441509",urban-urban,1936,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
235,235,"36.8321588 , 34.6302448","36.7419475 , 34.539911700000005",urban-urban,1663,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
236,236,"38.3187252 , 38.2526035","38.4009707 , 38.3345148",urban-urban,1937,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
237,237,"37.7805241 , 32.523328500000005","37.8774576 , 32.426250100000004",urban-urban,1937,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
238,238,"38.7047991 , 35.5183118","38.704279500000005 , 35.3655478",urban-urban,1938,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
239,239,"37.584592400000005 , 36.8723182","37.5847916 , 36.9917317",urban-urban,1662,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
240,240,"40.684162900000004 , 29.9103028","40.775226800000006 , 29.910555900000002",urban-urban,1662,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
241,241,"36.7727756 , 28.801553000000002","36.8547481 , 28.7193052",urban-urban,1662,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
242,242,"40.758478700000005 , 39.3424112","40.6949583 , 39.279094900000004",urban-urban,1938,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
243,243,"39.8267499 , 32.7384525","39.8894609 , 32.6757414",urban-urban,1661,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
244,244,"41.075419100000005 , 28.9905389","41.1406432 , 29.055178400000003",urban-urban,1661,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
245,245,"39.858787400000004 , 32.6354397","39.9600657 , 32.7371908",urban-urban,1661,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
246,246,"37.9496052 , 32.535796600000005","37.7425054 , 32.5352331",urban-urban,1939,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
247,247,"37.8291866 , 32.455588500000005","37.9626679 , 32.588545100000005",urban-urban,1940,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
248,248,"38.4549321 , 27.451177700000002","38.5194737 , 27.451321500000002",urban-urban,1660,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
249,249,"40.908406500000005 , 39.926664","40.9087399 , 39.986720000000005",urban-urban,1940,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
250,250,"37.7706657 , 27.264799800000002","37.873393300000004 , 27.2647151",urban-urban,1660,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
251,251,"38.750992800000006 , 26.821641500000002","38.750725100000004 , 26.9068542",urban-urban,1659,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
252,252,"40.7664619 , 29.778593400000002","40.7670365 , 30.010795",urban-urban,1657,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
253,253,"37.8246039 , 27.261455100000003","37.7290085 , 27.2614105",urban-urban,1943,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
254,254,"38.7910526 , 35.6416574","38.6970279 , 35.5477016",urban-urban,1943,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
255,255,"40.7095919 , 29.8252346","40.7588785 , 29.8746152",urban-urban,1944,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
256,256,"37.0410794 , 35.3020269","36.9706725 , 35.3726104",urban-urban,1656,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
257,257,"39.8360196 , 32.7652275","39.895934600000004 , 32.7052579",urban-urban,1655,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
258,258,"40.7259065 , 30.019333200000002","40.8086586 , 29.9363868",urban-rural,1653,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
259,259,"40.764606400000005 , 29.877516600000003","40.705106400000005 , 29.8183697",urban-urban,1947,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
260,260,"37.9960991 , 32.5090615","37.924512500000006 , 32.4369032",urban-urban,1653,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
261,261,"39.8523486 , 32.7534243","39.852854300000004 , 32.6306802",urban-urban,1947,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
262,262,"36.974992900000004 , 34.5382905","37.0053525 , 34.5388806",urban-urban,1653,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
263,263,"40.7025407 , 29.903652400000002","40.7805666 , 29.826072500000002",urban-urban,1947,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
264,264,"40.7657679 , 29.795841600000003","40.7654386 , 30.0236769",urban-urban,1652,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
265,265,"40.784447400000005 , 29.923492000000003","40.717816 , 29.9902745",urban-urban,1651,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
266,266,"37.8901655 , 32.4867866","38.0073306 , 32.4866337",urban-rural,1650,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
267,267,"39.8703273 , 32.7545744","39.9587601 , 32.7545171",urban-urban,1650,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
268,268,"40.9200066 , 39.9085745","40.9195081 , 39.8490757",urban-urban,1952,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
269,269,"37.7348723 , 29.127115900000003","37.8363098 , 29.026023700000003",urban-urban,1952,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
270,270,"40.970845000000004 , 39.778152000000006","40.970568500000006 , 39.673602300000006",urban-urban,1952,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
271,271,"36.8727706 , 34.5884586","36.7785746 , 34.5889207",urban-urban,1648,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
272,272,"37.8202883 , 29.039126200000002","37.724764 , 29.134996200000003",urban-urban,1952,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
273,273,"40.9661977 , 39.6611722","40.9658883 , 39.8185761",urban-urban,1953,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
274,274,"40.691664 , 36.817045","40.6914281 , 36.7643329",urban-urban,1647,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
275,275,"40.6897947 , 30.026706800000003","40.7782271 , 29.938340800000002",urban-urban,1954,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
276,276,"37.0255481 , 37.319765600000004","37.0972937 , 37.391336",urban-urban,1646,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
277,277,"37.7469241 , 29.1166538","37.833544200000006 , 29.029849300000002",urban-urban,1644,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
