join_index,sampling_index,origin,destination,area,ttpTravelTime,metadata
740,740,"38.3580324 , 38.3222583","38.4483267 , 38.2314306",urban-urban,1648,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
741,741,"39.6193386 , 26.947578900000003","39.495563600000004 , 26.9481885",urban-urban,1953,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
742,742,"37.1369331 , 38.9206754","37.1370554 , 38.727653000000004",rural-rural,1953,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
743,743,"41.0182438 , 29.0925088","41.1151889 , 28.995135400000002",urban-urban,1646,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
744,744,"36.9981054 , 35.1911517","37.0839182 , 35.277335900000004",urban-rural,1954,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
745,745,"41.0180196 , 29.039719700000003","41.017876300000005 , 28.836516200000002",urban-urban,1954,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
746,746,"41.3164772 , 36.280348700000005","41.4792445 , 36.117817800000005",urban-urban,1956,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
747,747,"39.893136500000004 , 32.7965852","40.0227255 , 32.925590400000004",urban-rural,1956,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
748,748,"39.949856700000005 , 32.6400552","39.949429200000004 , 32.8947254",urban-urban,1956,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
749,749,"38.403401900000006 , 27.1617733","38.2403424 , 27.1613945",urban-urban,1957,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
750,750,"40.9584792 , 39.6064693","40.9581614 , 39.691247700000005",urban-urban,1957,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
751,751,"37.3623326 , 35.71839","37.4898551 , 35.845744",urban-urban,1958,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
752,752,"40.969633 , 37.877780200000004","41.0771612 , 37.770081100000006",urban-urban,1958,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
753,753,"40.2149066 , 28.996664300000003","40.3086568 , 29.090810800000003",urban-urban,1641,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
754,754,"37.790733100000004 , 29.0231372","37.790862000000004 , 28.933642600000002",urban-urban,1641,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
755,755,"39.9288583 , 32.9177847","39.929450100000004 , 32.7168119",urban-urban,1640,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
756,756,"39.9701371 , 32.7931839","39.8782468 , 32.8855304",urban-urban,1961,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
757,757,"36.9979214 , 35.294108300000005","36.9984679 , 35.0434846",urban-urban,1962,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
758,758,"36.6296891 , 36.5359046","36.6920531 , 36.4734153",urban-rural,1637,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
759,759,"37.7050396 , 30.670111000000002","37.8375104 , 30.538216900000002",urban-rural,1964,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
760,760,"40.910229900000004 , 29.178080400000002","41.0106893 , 29.278197600000002",urban-rural,1635,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
761,761,"40.995528300000004 , 39.690479","40.995508900000004 , 39.533856500000006",urban-urban,1965,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
762,762,"41.013405000000006 , 29.054487700000003","41.185085 , 28.8829603",urban-urban,1966,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
763,763,"39.9583895 , 32.9398306","39.871088 , 32.8525356",urban-urban,1966,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
764,764,"37.3503494 , 40.6437649","37.2373867 , 40.6432141",urban-urban,1633,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
765,765,"38.231379100000005 , 29.8078001","38.3224917 , 29.716191100000003",urban-urban,1968,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
766,766,"36.9385471 , 30.7219124","37.0495329 , 30.610551",rural-rural,1970,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
767,767,"38.4063261 , 27.159020100000003","38.237567500000004 , 27.159617200000003",urban-urban,1971,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
768,768,"40.954533600000005 , 29.291595200000003","40.817922 , 29.291125200000003",urban-urban,1971,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
769,769,"36.9174044 , 30.720754600000003","37.0495851 , 30.5889324",urban-rural,1971,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
770,770,"39.8946492 , 32.726809700000004","39.788865400000006 , 32.833136100000004",urban-urban,1972,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
771,771,"39.914370500000004 , 32.8004957","39.8135654 , 32.699744800000005",urban-urban,1972,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
772,772,"39.8776973 , 32.671507000000005","39.9919736 , 32.786104300000005",urban-urban,1973,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
773,773,"37.584592400000005 , 36.8723182","37.5842424 , 37.0245285",urban-urban,1973,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
774,774,"37.1804738 , 38.8353994","37.3085163 , 38.8358769",urban-urban,1973,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
775,775,"37.8789109 , 32.4914229","38.1254172 , 32.4910097",urban-rural,1974,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
776,776,"39.836175000000004 , 32.7651975","39.9685925 , 32.765361500000004",urban-urban,1974,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
777,777,"40.9513392 , 39.6585119","40.9515267 , 39.5706797",urban-urban,1974,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
778,778,"41.162229100000005 , 29.0432963","41.067300100000004 , 29.042886600000003",urban-urban,1975,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
779,779,"37.4032277 , 27.4589818","37.349704200000005 , 27.5130987",urban-urban,1624,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
780,780,"41.1427835 , 28.3632472","41.044662200000005 , 28.460818300000003",urban-urban,1977,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
781,781,"40.9346374 , 29.216152500000003","40.775555100000005 , 29.374804100000002",urban-urban,1977,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
782,782,"37.937122200000005 , 40.211916","37.784753800000004 , 40.363860200000005",urban-urban,1978,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
783,783,"40.0444358 , 32.9031449","40.1554638 , 33.0147677",urban-urban,1978,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
784,784,"40.7809563 , 30.3924407","40.8607056 , 30.312308100000003",urban-urban,1621,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
785,785,"38.4477549 , 43.462032","38.511220900000005 , 43.4622783",urban-urban,1980,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
786,786,"41.1335847 , 36.6389695","41.215054 , 36.7209554",urban-urban,1981,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
787,787,"40.3111855 , 28.926607200000003","40.2086429 , 28.926355700000002",urban-urban,1619,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
788,788,"36.170629000000005 , 36.342687600000005","36.2299494 , 36.283577400000006",urban-rural,1617,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
789,789,"41.0310646 , 28.7006717","41.1302785 , 28.601717800000003",urban-urban,1616,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
790,790,"41.112965700000004 , 37.708766000000004","41.0480056 , 37.6436257",rural-rural,1984,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
791,791,"37.7189186 , 30.252775900000003","37.6193636 , 30.3525013",urban-urban,1615,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
792,792,"38.7765652 , 30.509863300000003","38.670470800000004 , 30.616461800000003",urban-urban,1985,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
793,793,"36.7098068 , 36.484346300000006","36.6451573 , 36.5489333",urban-urban,1986,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
794,794,"39.991473500000005 , 32.655877000000004","39.8923432 , 32.7545134",urban-urban,1614,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
795,795,"41.1845276 , 29.041546800000003","41.076917800000004 , 29.041596300000002",urban-urban,1986,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
796,796,"41.624105300000004 , 35.9920424","41.6237696 , 35.8812672",urban-urban,1987,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
797,797,"37.5900204 , 36.8700564","37.6238053 , 36.904353900000004",urban-urban,1613,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
798,798,"41.1348782 , 37.2793335","41.068171500000005 , 37.2127533",urban-urban,1613,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
799,799,"36.948362200000005 , 30.776373600000003","36.8819785 , 30.709557800000002",urban-urban,1613,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
800,800,"38.547168500000005 , 27.2519904","38.445494200000006 , 27.252085100000002",urban-urban,1987,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
801,801,"40.061686300000005 , 32.5845293","39.911698900000005 , 32.7351193",urban-rural,1989,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
802,802,"38.7436998 , 35.4084584","38.6363464 , 35.4088261",urban-urban,1990,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
803,803,"40.0100525 , 32.6230877","39.8484603 , 32.6225916",urban-rural,1610,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
804,804,"41.0518663 , 29.100494400000002","41.1260356 , 29.026631400000003",urban-urban,1990,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
