join_index,sampling_index,origin,destination,area,ttpTravelTime
306,306,"48.0986625 , 16.2940845","48.2109937 , 16.1817569",urban-urban,1983
307,307,"47.7902044 , 12.9641952","47.7901285 , 13.0992835",urban-rural,1616
308,308,"47.4285683 , 12.8315865","47.580751500000005 , 12.6799365",urban-urban,1615
309,309,"47.092981400000006 , 15.4049305","46.9633042 , 15.5347501",urban-rural,1987
310,310,"48.163977900000006 , 16.4835645","48.2300802 , 16.5490278",urban-urban,1613
311,311,"48.2141904 , 16.495173700000002","48.3119315 , 16.3969524",urban-urban,1612
312,312,"48.233863500000005 , 16.3889088","48.233224400000005 , 16.191254100000002",urban-urban,1988
313,313,"47.3346474 , 13.310160900000001","47.411995700000006 , 13.2329927",urban-rural,1612
314,314,"47.0412429 , 15.160209600000002","47.1401802 , 15.060651700000001",urban-urban,1612
315,315,"47.012473500000006 , 15.4340053","47.158492300000006 , 15.433489000000002",urban-urban,1988
316,316,"48.290894400000006 , 16.379183100000002","48.1722928 , 16.2608487",urban-urban,1989
317,317,"47.1566855 , 15.474400500000002","47.0098373 , 15.474087200000001",rural-urban,1989
318,318,"46.992276800000006 , 15.461116400000002","47.126012300000006 , 15.4604896",urban-rural,1989
319,319,"46.976509 , 15.501693600000001","47.0977387 , 15.3809398",urban-rural,1990
320,320,"47.3534512 , 15.144835800000001","47.4311255 , 15.067544600000002",rural-urban,1609
321,321,"47.6641404 , 13.1058746","47.784012600000004 , 13.105859500000001",rural-urban,1992
322,322,"47.1480308 , 15.542698300000001","47.035818500000005 , 15.4309089",urban-urban,1992
323,323,"48.210560300000004 , 16.228280400000003","48.2111627 , 16.4042421",urban-rural,1992
324,324,"48.150393400000006 , 16.341783","48.254921200000005 , 16.341242",urban-urban,1608
325,325,"48.3520125 , 16.4683047","48.199126 , 16.315067300000003",urban-urban,1992
326,326,"48.197590700000006 , 16.330973500000002","48.321409800000005 , 16.3315603",urban-urban,1607
327,327,"48.2015503 , 16.3152416","48.361450500000004 , 16.4755837",urban-urban,1993
328,328,"48.022873800000006 , 14.8042052","47.923520800000006 , 14.804199400000002",urban-rural,1606
329,329,"48.2246467 , 16.4893413","48.3128894 , 16.4014789",urban-urban,1605
330,330,"47.5578957 , 12.753308700000002","47.4059589 , 12.905588700000001",rural-urban,1995
331,331,"48.22073 , 16.3442301","48.2213342 , 16.132338100000002",urban-urban,1995
332,332,"48.216823100000006 , 16.2309017","48.2171536 , 16.404961",urban-urban,1996
333,333,"47.0279601 , 15.378709500000001","47.027682000000006 , 15.5548452",urban-rural,1604
334,334,"48.247314100000004 , 16.1925662","48.2470842 , 16.3760981",urban-urban,1997
335,335,"47.1098628 , 15.497348","46.970007300000006 , 15.496816500000001",urban-urban,1997
336,336,"47.4761472 , 9.603368000000001","47.3706082 , 9.7086857",urban-urban,1997
337,337,"48.2473954 , 16.192660800000002","48.2470842 , 16.3760981",urban-urban,1997
338,338,"48.2127295 , 16.2280745","48.2924257 , 16.3077717",urban-urban,1603
339,339,"47.4410937 , 12.7098601","47.5729504 , 12.709437900000001",rural-urban,1998
340,340,"48.2320737 , 16.301193","48.3130023 , 16.382698",urban-rural,1602
341,341,"47.165539200000005 , 9.8157669","47.080893100000004 , 9.815360700000001",urban-urban,1602
342,342,"47.5640182 , 12.705755","47.405525100000006 , 12.8639913",rural-rural,1602
343,343,"48.150178800000006 , 16.3415074","48.2539053 , 16.340848400000002",urban-urban,1601
344,344,"48.265200400000005 , 16.320500900000003","48.2649406 , 16.5017418",urban-urban,1601
345,345,"48.1844857 , 16.369776","48.2618378 , 16.2923595",urban-urban,1601
346,346,"47.060954 , 15.462381700000002","47.0612763 , 15.280535400000002",urban-rural,1601
347,347,"48.2229236 , 16.244387200000002","48.084047000000005 , 16.2444153",urban-urban,1999
348,348,"48.201689300000005 , 16.3611638","48.3470491 , 16.215214200000002",urban-rural,1999
349,349,"48.1992868 , 16.3180406","48.348632 , 16.467042600000003",urban-rural,2000
350,350,"47.0125886 , 15.4316562","47.1611002 , 15.431370800000002",urban-rural,2000
351,351,"48.2051187 , 16.2259785","48.1254992 , 16.2254078",rural-urban,1600
352,352,"48.1994556 , 16.3180151","48.348632 , 16.467042600000003",urban-rural,2000
353,353,"47.0724955 , 15.515907400000001","46.914917100000004 , 15.5160861",urban-rural,2001
354,354,"48.162250900000004 , 16.280985700000002","48.2391353 , 16.3572434",urban-urban,1599
355,355,"47.0870046 , 15.3432144","47.086449 , 15.5448818",urban-urban,2001
356,356,"47.109691500000004 , 15.5271564","47.109241100000006 , 15.309988800000001",rural-urban,2002
357,357,"48.20024 , 16.310625","48.356517700000005 , 16.4669433",urban-urban,2002
358,358,"48.200156500000006 , 16.3107788","48.356517700000005 , 16.4669433",urban-urban,2002
359,359,"47.459636100000004 , 9.625879300000001","47.383629500000005 , 9.7016674",urban-urban,1598
360,360,"48.1397798 , 16.4119759","48.2175742 , 16.334473300000003",urban-urban,1598
361,361,"47.1257773 , 15.495697300000002","46.9989724 , 15.495682500000001",urban-urban,2002
362,362,"48.1733929 , 16.272459700000002","48.2660817 , 16.3653714",urban-urban,2004
363,363,"47.068907 , 15.3199597","47.1700585 , 15.421511100000002",urban-rural,1596
364,364,"47.5586342 , 12.7529397","47.4085085 , 12.902506",rural-urban,2004
365,365,"48.1997517 , 16.267953600000002","48.0812329 , 16.2675182",urban-urban,1596
366,366,"47.025927100000004 , 15.441537400000001","47.103749300000004 , 15.519400000000001",urban-rural,1594
367,367,"47.003512 , 15.432013500000002","47.144054800000006 , 15.432673200000002",rural-rural,2007
368,368,"48.309407300000004 , 16.327357300000003","48.1566333 , 16.4795631",rural-urban,1593
369,369,"48.134708700000004 , 16.2502995","48.2405685 , 16.355518800000002",urban-urban,2007
370,370,"47.4539028 , 9.752116000000001","47.351454200000006 , 9.7521464",urban-urban,1593
371,371,"47.1076435 , 15.464680300000001","46.974528500000005 , 15.4646185",urban-urban,2008
372,372,"48.137587700000005 , 16.2842297","48.21781420000001 , 16.364018",urban-urban,1592
373,373,"48.1813604 , 16.1801333","48.1814556 , 16.3980189",urban-urban,2008
374,374,"47.1018521 , 15.4314294","47.0169842 , 15.5168666",urban-urban,1591
375,375,"47.8708316 , 16.196883800000002","47.9721605 , 16.0959153",urban-urban,1591
376,376,"47.095682000000004 , 15.523793500000002","47.021631400000004 , 15.4498294",urban-urban,1591
377,377,"47.1093045 , 15.443565600000001","47.0158325 , 15.5364906",urban-urban,2010
378,378,"47.3733506 , 9.737015300000001","47.4682077 , 9.6425652",urban-urban,2011
379,379,"48.2184018 , 16.227623100000002","48.218031200000006 , 16.4036778",urban-urban,2011
380,380,"47.556437200000005 , 9.755623100000001","47.461957500000004 , 9.6606105",urban-urban,1589
381,381,"47.0562496 , 15.4278638","47.1767623 , 15.427333",urban-rural,1588
382,382,"48.343242800000006 , 16.4653311","48.191828 , 16.313822000000002",urban-urban,2013
383,383,"48.285301200000006 , 16.320250100000003","48.2859507 , 16.5044067",urban-urban,1586
384,384,"48.1821983 , 15.963651","48.1816375 , 16.1713408",urban-urban,1586
385,385,"48.199097900000005 , 16.3130826","48.3526272 , 16.466855000000002",urban-urban,2015
386,386,"47.455302200000006 , 9.7540172","47.3512016 , 9.753821400000001",urban-urban,1585
387,387,"47.4741854 , 9.752113300000001","47.524174200000004 , 9.8021068",urban-urban,1585
388,388,"48.177156000000004 , 16.2780783","48.300398400000006 , 16.4007451",urban-urban,2015
389,389,"47.027459 , 15.531035000000001","47.141488300000006 , 15.417010200000002",rural-urban,2016
390,390,"47.154750500000006 , 15.505157","47.036601600000004 , 15.3866943",urban-urban,2016
391,391,"48.2257746 , 16.4933021","48.225176600000005 , 16.2905759",urban-urban,2018
392,392,"48.298714600000004 , 16.3272695","48.2982766 , 16.487305600000003",urban-urban,1582
393,393,"48.215194700000005 , 16.3075496","48.0701167 , 16.307178500000003",urban-urban,1582
394,394,"47.343916500000006 , 13.395718500000001","47.344425900000005 , 13.1767333",urban-urban,2019
395,395,"48.296388300000004 , 16.1969382","48.296203000000006 , 16.419432",urban-urban,2020
396,396,"47.085687300000004 , 15.335575100000002","47.085095100000004 , 15.5435092",urban-urban,2020
397,397,"47.130293400000006 , 15.435938400000001","47.0316161 , 15.5346974",urban-urban,2021
398,398,"48.208583700000005 , 16.338133600000003","48.3380747 , 16.4681244",urban-urban,1579
399,399,"47.3531977 , 13.198086100000001","47.353184600000006 , 13.3974723",urban-urban,1579
400,400,"48.3395402 , 16.297943800000002","48.340088900000005 , 16.0592711",urban-rural,1578
401,401,"47.327316200000006 , 13.3015419","47.4222247 , 13.206078300000001",rural-rural,1578
402,402,"47.403678600000006 , 12.833124900000001","47.563791300000005 , 12.6725024",rural-rural,2022
403,403,"47.8183821 , 13.0684067","47.738599 , 12.9891679",urban-rural,1577
404,404,"48.136859 , 16.2863388","48.2588706 , 16.285686600000002",urban-rural,2023
405,405,"47.007691200000004 , 15.3756125","47.1199753 , 15.4885002",urban-urban,2023
406,406,"47.4521834 , 12.833208800000001","47.6051591 , 12.6796302",urban-rural,1576
407,407,"47.0987676 , 15.403737800000002","47.098354500000006 , 15.5737807",urban-urban,1576
408,408,"48.344028 , 16.464337200000003","48.1896673 , 16.3103051",urban-urban,2025
409,409,"48.2236843 , 16.297506000000002","48.2230563 , 16.130226800000003",urban-urban,1575
410,410,"46.996599800000006 , 15.444727100000001","47.1387159 , 15.4448968",urban-urban,2025
411,411,"48.1944749 , 16.260506200000002","48.3017899 , 16.367837100000003",urban-urban,2025
412,412,"47.4242944 , 15.032122500000002","47.3232438 , 15.1325199",urban-rural,1574
413,413,"48.221698700000005 , 16.2402595","48.0830093 , 16.240875600000003",urban-urban,2026
414,414,"47.1385158 , 15.488700600000001","46.992086300000004 , 15.488411500000002",rural-urban,2026
415,415,"48.2064661 , 16.5458353","48.15963360000001 , 16.4991849",urban-urban,1574
416,416,"47.338776800000005 , 13.1047437","47.338334800000005 , 13.2783352",rural-rural,2026
417,417,"48.2887934 , 16.307357500000002","48.288583700000004 , 16.4911451",urban-rural,1571
418,418,"48.1980884 , 16.3524864","48.3282748 , 16.222926100000002",urban-urban,2029
419,419,"48.2862592 , 16.1926971","48.2866018 , 16.439044600000003",urban-urban,2029
420,420,"47.0691709 , 15.4252888","46.9400932 , 15.554989500000001",urban-urban,2029
421,421,"47.1014513 , 15.5586976","47.100919600000005 , 15.382558000000001",urban-urban,1570
422,422,"47.071393300000004 , 15.352508700000001","47.070898 , 15.580036900000001",urban-rural,2031
423,423,"48.2047499 , 16.2689622","48.350432000000005 , 16.2686223",urban-urban,2031
424,424,"47.3986123 , 12.840649200000001","47.565660900000005 , 12.674194",rural-urban,2032
425,425,"48.1369048 , 16.2353734","48.2086948 , 16.2354325",urban-urban,1567
426,426,"48.1753404 , 16.2647105","48.278559200000004 , 16.3683485",urban-urban,2033
427,427,"48.215858700000005 , 16.368611400000002","48.342936400000006 , 16.2415467",urban-urban,1566
428,428,"48.117543500000004 , 16.352365000000002","48.2201213 , 16.3519834",urban-urban,1566
429,429,"47.697881200000005 , 14.185171700000001","47.677953300000006 , 14.1646587",urban-urban,1565
430,430,"47.3545925 , 13.2606368","47.3542836 , 13.1843762",rural-urban,1565
431,431,"48.1426777 , 16.4515467","48.292936700000006 , 16.3008905",urban-urban,2036
432,432,"47.3671592 , 9.744730800000001","47.3497229 , 9.745097300000001",urban-urban,2036
433,433,"47.7904537 , 12.968401400000001","47.790099000000005 , 13.098969700000001",urban-rural,1562
434,434,"47.045697800000006 , 15.156321900000002","47.1401418 , 15.061258100000002",rural-urban,1562
435,435,"48.1073059 , 16.160784800000002","48.2131186 , 16.2672291",urban-urban,2039
436,436,"46.5849441 , 13.828151100000001","46.6722842 , 13.916147100000002",urban-urban,1561
437,437,"47.1021578 , 15.559011400000001","47.1014982 , 15.3834368",urban-urban,1561
438,438,"47.8108488 , 13.1397641","47.753119700000006 , 13.0815344",urban-urban,1560
439,439,"48.221875700000005 , 16.4978242","48.221748100000006 , 16.288543",urban-urban,2040
440,440,"47.1010488 , 15.558296400000001","47.100390700000005 , 15.381927600000001",urban-urban,1559
441,441,"47.473015800000006 , 9.718543700000001","47.472415700000006 , 9.5925612",urban-urban,1558
442,442,"48.137444300000006 , 16.2479453","48.2412842 , 16.3513436",urban-urban,2042
443,443,"47.1264799 , 15.520087400000001","46.9968731 , 15.390240200000001",urban-urban,2042
444,444,"46.9986851 , 15.3897346","47.126963 , 15.518454400000001",urban-urban,2042
445,445,"47.0922288 , 15.555859100000001","47.0922149 , 15.3470984",rural-rural,2042
446,446,"48.2847011 , 16.4851333","48.2842648 , 16.3134897",urban-urban,1558
447,447,"47.592884000000005 , 12.7150949","47.4044346 , 12.9037146",urban-urban,2042
448,448,"48.3267985 , 16.048041100000003","48.326847 , 16.3294164",urban-urban,2042
449,449,"48.2297832 , 16.2012927","48.116475900000005 , 16.201066100000002",urban-urban,2043
450,450,"48.181476 , 16.2595753","48.296674900000006 , 16.374442600000002",urban-urban,2043
451,451,"47.4641175 , 9.780165400000001","47.509475800000004 , 9.780220100000001",urban-urban,2043
452,452,"48.2238373 , 16.2944278","48.1304552 , 16.2005495",urban-urban,2044
453,453,"47.0931244 , 15.5199014","47.022958900000006 , 15.450382900000001",urban-urban,1556
454,454,"47.097948300000006 , 15.392622000000001","46.9643023 , 15.526563000000001",urban-urban,2044
455,455,"48.1971639 , 16.360858200000003","48.3406365 , 16.2178711",urban-urban,2045
456,456,"48.304921 , 16.2891836","48.190476200000006 , 16.2898041",urban-urban,2045
457,457,"47.762933000000004 , 13.104654900000002","47.847916600000005 , 13.0200274",urban-rural,1554
458,458,"47.9986443 , 16.3006056","48.0932163 , 16.2063877",urban-urban,1553
459,459,"48.2249287 , 16.354661500000002","48.1359932 , 16.4433318",urban-urban,1552
460,460,"48.1141294 , 16.194652400000003","48.2320246 , 16.1950404",urban-urban,2048
461,461,"48.198858300000005 , 16.3734231","48.1983152 , 16.1022115",urban-rural,2048
462,462,"48.2034201 , 16.2258152","48.30975 , 16.3315655",rural-rural,2049
463,463,"48.2243962 , 16.368996000000003","48.2237908 , 16.1498487",urban-urban,2050
464,464,"47.1459984 , 15.474115300000001","46.9982799 , 15.4746784",urban-rural,2050
465,465,"48.2382446 , 16.2992832","48.310062 , 16.3717183",urban-urban,1549
466,466,"47.402171 , 9.8309008","47.474063400000006 , 9.830866100000001",urban-urban,1548
467,467,"47.1296623 , 15.447929100000001","47.0175719 , 15.559542800000001",rural-urban,2052
468,468,"47.3356712 , 13.284278700000002","47.3361327 , 13.017173300000001",urban-rural,2053
469,469,"47.640208900000005 , 13.188850100000002","47.7180127 , 13.110777500000001",urban-urban,1546
470,470,"48.2078872 , 14.183354900000001","48.312148400000005 , 14.288194",urban-rural,1546
471,471,"48.1594647 , 16.285977000000003","48.2373324 , 16.3636391",urban-urban,1546
472,472,"47.881331 , 13.1167031","47.7566944 , 13.1167706",urban-rural,2055
473,473,"48.2348646 , 16.4471736","48.2344893 , 16.281920500000002",urban-urban,1544
474,474,"48.380472100000006 , 15.583884300000001","48.459472500000004 , 15.5045991",rural-rural,1543
475,475,"48.3641705 , 16.453828400000003","48.2144994 , 16.3040333",rural-urban,2057
476,476,"48.1500525 , 16.429072","48.2646054 , 16.4291994",urban-urban,1542
477,477,"47.050389700000004 , 15.4203527","47.1258503 , 15.495425200000001",urban-urban,1542
478,478,"47.381825500000005 , 13.3749023","47.3824132 , 13.2063386",rural-urban,2058
479,479,"47.1780941 , 15.4885029","47.044798400000005 , 15.488918700000001",urban-urban,2059
480,480,"47.0413841 , 15.444603500000001","46.9384701 , 15.5479765",urban-rural,1538
481,481,"48.2019813 , 16.3095457","48.363514800000004 , 16.470465100000002",urban-urban,2063
482,482,"47.352138100000005 , 13.193869800000002","47.3516738 , 13.384382400000002",urban-urban,1537
483,483,"48.261214100000004 , 16.1692527","48.1139765 , 16.3164667",rural-urban,2063
484,484,"48.159753 , 16.2865577","48.2373324 , 16.3636391",urban-urban,1537
485,485,"48.279952800000004 , 16.3679479","48.1722928 , 16.2608487",urban-urban,2064
486,486,"47.4801993 , 9.7485519","47.5322906 , 9.8004964",urban-urban,1536
487,487,"48.3437769 , 16.4699061","48.1877769 , 16.3143417",urban-urban,2065
488,488,"47.6203943 , 13.780686000000001","47.655876600000006 , 13.780868900000002",urban-urban,1534
489,489,"48.1860938 , 16.123130200000002","48.185754300000006 , 16.4035283",urban-urban,2067
490,490,"48.223905800000004 , 14.330878100000001","48.3019133 , 14.2524204",rural-urban,1533
491,491,"48.2148644 , 16.513073300000002","48.2149505 , 16.2938961",urban-urban,2067
492,492,"48.2215446 , 15.634072000000002","48.0975996 , 15.634636500000001",urban-rural,1533
493,493,"46.9912378 , 15.447082100000001","47.138343400000004 , 15.446783700000001",urban-urban,2068
494,494,"47.1062115 , 15.492218500000002","47.1057198 , 15.306133",urban-urban,1531
495,495,"48.306551600000006 , 16.3589936","48.211519900000006 , 16.2639499",urban-urban,2069
496,496,"48.2190275 , 16.14777","48.219486100000005 , 16.3627639",urban-urban,2069
497,497,"47.1128623 , 15.3862935","47.019560000000006 , 15.4799091",urban-urban,1530
498,498,"48.217431700000006 , 16.3198237","48.217875500000005 , 16.14083",urban-urban,1530
499,499,"48.2278061 , 15.639113900000002","48.0922709 , 15.639213100000001",urban-rural,1530
500,500,"48.096956600000006 , 13.5640677","47.957215500000004 , 13.7043054",urban-rural,1800
501,501,"47.1415007 , 15.3540883","47.0274531 , 15.240051300000001",urban-rural,1798
502,502,"48.2359844 , 16.327599","48.063368200000006 , 16.327443600000002",urban-urban,1798
503,503,"47.9736721 , 13.8117497","47.8339463 , 13.951699000000001",urban-urban,1798
504,504,"47.6035096 , 15.8970029","47.683989700000005 , 15.816806600000001",rural-rural,1798
505,505,"48.3107765 , 16.325023100000003","48.3944946 , 16.408881700000002",urban-urban,1795
506,506,"48.164948300000006 , 13.4172934","48.018801800000006 , 13.563220600000001",rural-urban,1795
507,507,"47.777590000000004 , 13.235312500000001","47.657581 , 13.115698100000001",urban-rural,1805
508,508,"47.7978194 , 13.1830554","47.797336200000004 , 12.974049200000001",urban-urban,1806
509,509,"47.9020695 , 13.846996","47.7759688 , 13.9726788",rural-rural,1808
510,510,"48.4113003 , 14.2037998","48.3200146 , 14.203573200000001",rural-rural,1809
511,511,"48.1181148 , 14.8012548","47.9782926 , 14.800652000000001",urban-urban,1809
512,512,"47.9730342 , 13.8492657","47.8536987 , 13.7294122",urban-urban,1811
513,513,"47.2723626 , 12.6415266","47.367515700000006 , 12.737239800000001",rural-urban,1789
514,514,"48.9060235 , 15.046366200000001","48.7440737 , 15.207732300000002",urban-rural,1789
515,515,"48.3553347 , 14.027819000000001","48.232607300000005 , 13.904904100000001",rural-urban,1787
516,516,"47.3888058 , 15.419117000000002","47.4690467 , 15.499298800000002",urban-rural,1787
517,517,"47.401310200000005 , 13.4114427","47.483487100000005 , 13.4120231",urban-urban,1814
518,518,"47.033244 , 15.295712600000002","47.033226600000006 , 15.5255015",rural-urban,1815
519,519,"48.352425800000006 , 13.490945400000001","48.497312 , 13.635989",rural-urban,1784
520,520,"47.9682757 , 13.230433300000001","47.8106906 , 13.230446200000001",rural-urban,1784
521,521,"46.869202800000004 , 15.330345300000001","46.7512533 , 15.448613900000002",rural-urban,1784
522,522,"46.764212900000004 , 15.583597600000001","46.6390784 , 15.4585425",urban-rural,1783
523,523,"48.609161900000004 , 14.972149900000002","48.8000095 , 14.9727911",urban-urban,1783
524,524,"46.9741116 , 15.074572100000001","47.046936800000005 , 15.1469693",rural-urban,1781
525,525,"47.2273294 , 11.3861252","47.1128865 , 11.271692700000001",urban-urban,1780
526,526,"47.2931218 , 11.516864","47.292489200000006 , 11.669592300000001",urban-urban,1820
527,527,"48.3250954 , 16.0323055","48.1827898 , 16.1745559",urban-urban,1820
528,528,"48.4163026 , 16.0939732","48.272468700000005 , 16.093736",rural-rural,1779
529,529,"47.7052598 , 16.0081955","47.705125200000005 , 16.2621226",urban-rural,1821
530,530,"48.560445900000005 , 16.3859005","48.561038100000005 , 16.061880000000002",urban-urban,1822
531,531,"48.0178723 , 13.9417811","48.017332700000004 , 13.7116074",urban-urban,1824
532,532,"47.238260800000006 , 10.8440752","47.1574492 , 10.9247592",rural-rural,1776
533,533,"47.8681046 , 13.1218359","48.054444700000005 , 13.1223478",urban-rural,1826
534,534,"48.0312793 , 13.1181006","47.8551878 , 13.1187439",urban-urban,1826
535,535,"47.1721134 , 14.6312741","47.0465608 , 14.7562768",urban-rural,1772
536,536,"48.5296023 , 14.160597800000001","48.667669200000006 , 14.022679",rural-rural,1828
537,537,"48.191694700000006 , 16.3136789","48.0490811 , 16.4562911",urban-rural,1771
538,538,"47.150609900000006 , 14.868904400000002","47.150402400000004 , 14.6514541",rural-rural,1771
539,539,"48.204272200000005 , 16.475913900000002","48.077076700000006 , 16.6031406",urban-urban,1771
540,540,"47.128751400000006 , 15.413627100000001","46.9571948 , 15.414248800000001",urban-urban,1830
541,541,"48.400477300000006 , 13.7238669","48.509281200000004 , 13.8331157",rural-rural,1831
542,542,"47.1838397 , 14.680391100000001","47.2813663 , 14.582422500000002",urban-urban,1833
543,543,"47.5133608 , 12.092900400000001","47.67432 , 12.253245000000001",urban-urban,1767
544,544,"46.623778400000006 , 14.3153325","46.623384200000004 , 14.6299737",urban-urban,1834
545,545,"47.2083888 , 15.8160424","47.2083828 , 16.0410395",urban-rural,1834
546,546,"46.538422100000005 , 14.344265300000002","46.6393702 , 14.243836100000001",urban-urban,1765
547,547,"47.2243227 , 14.651370100000001","47.2736068 , 14.6511562",rural-rural,1764
548,548,"48.546634600000004 , 14.856292600000002","48.679699500000005 , 14.9898597",rural-rural,1836
549,549,"46.6252435 , 14.323741600000002","46.6251291 , 14.628305300000001",urban-rural,1763
550,550,"47.959451200000004 , 13.609473600000001","47.959963200000004 , 13.852302700000001",urban-urban,1837
551,551,"48.17926730000001 , 14.217941300000001","48.0144796 , 14.052729300000001",rural-rural,1837
552,552,"48.1335649 , 16.1454031","48.005166700000004 , 16.017576000000002",urban-rural,1838
553,553,"47.4141728 , 12.428972300000002","47.5714887 , 12.4293288",rural-rural,1838
554,554,"48.154937200000006 , 13.157287","47.982514800000004 , 13.1577566",rural-rural,1839
555,555,"47.0814767 , 15.122106800000001","46.984542700000006 , 15.121522400000002",urban-rural,1760
556,556,"48.2724971 , 14.270938600000001","48.407253100000005 , 14.4056055",urban-urban,1843
557,557,"47.291197200000006 , 12.7304188","47.3932802 , 12.6287616",urban-rural,1756
558,558,"48.5903949 , 14.0081792","48.7179416 , 13.8802082",rural-urban,1755
559,559,"46.593881800000005 , 14.122936200000002","46.674451700000006 , 14.042665300000001",urban-rural,1755
560,560,"47.948235200000006 , 16.1084934","47.815962600000006 , 16.2409016",urban-urban,1755
561,561,"48.3024057 , 15.849965200000002","48.1627633 , 15.850243",rural-rural,1845
562,562,"48.7232032 , 15.644990700000001","48.555655900000005 , 15.6446176",rural-rural,1846
563,563,"48.218521300000006 , 15.4196857","48.370924900000006 , 15.419220800000002",rural-urban,1846
564,564,"48.062286900000004 , 14.6928795","47.926566400000006 , 14.828260400000001",urban-rural,1848
565,565,"47.9641566 , 16.2500778","47.8190413 , 16.395139800000003",rural-rural,1752
566,566,"46.9632238 , 15.440762000000001","47.0889516 , 15.3152606",urban-rural,1752
567,567,"47.0270919 , 15.2042446","47.026597100000004 , 15.391111200000001",rural-urban,1749
568,568,"46.9688158 , 16.0036683","46.9682351 , 16.2284464",rural-urban,1748
569,569,"48.0745413 , 13.173994800000001","47.9004034 , 13.348720700000001",urban-rural,1852
570,570,"48.0557389 , 15.098539","48.1745164 , 15.098764500000001",urban-urban,1852
571,571,"48.154810100000006 , 16.049318200000002","48.2876588 , 16.049671",urban-urban,1852
572,572,"47.159602 , 15.8536716","47.2952214 , 15.7177129",urban-rural,1853
573,573,"47.2697963 , 11.1917813","47.269148 , 10.9051066",rural-rural,1747
574,574,"48.0554183 , 14.340000400000001","47.938466000000005 , 14.339829000000002",rural-rural,1747
575,575,"48.6463309 , 14.8402816","48.802829800000005 , 14.996691",rural-rural,1745
576,576,"46.9430361 , 15.5405563","46.942531 , 15.337113100000002",rural-urban,1855
577,577,"48.0476734 , 14.370993400000001","48.190848100000004 , 14.514538000000002",rural-urban,1744
578,578,"47.7981485 , 14.768520100000002","47.919890300000006 , 14.647104",urban-rural,1744
579,579,"48.754663 , 16.4927956","48.5355368 , 16.4928814",urban-urban,1857
580,580,"47.825181900000004 , 16.294916","47.9543687 , 16.1655716",urban-urban,1741
581,581,"48.1085584 , 14.3695613","47.9268087 , 14.3699287",rural-urban,1860
582,582,"48.1810831 , 16.4005987","48.013362900000004 , 16.2325783",rural-urban,1861
583,583,"46.9764855 , 15.501110200000001","46.7861082 , 15.5017524",urban-rural,1863
584,584,"47.845079000000005 , 13.0695689","48.0199535 , 13.0691842",urban-urban,1865
585,585,"46.818393900000004 , 14.9084154","46.916129100000006 , 14.8112747",rural-rural,1735
586,586,"47.8307871 , 13.0657013","47.735463700000004 , 13.1612041",urban-rural,1735
587,587,"47.040388300000004 , 15.515038700000002","47.1798347 , 15.6543197",rural-rural,1735
588,588,"48.5885924 , 15.0864045","48.5890034 , 14.796557000000002",rural-rural,1734
589,589,"48.132228700000006 , 13.0660836","47.9723996 , 12.906781200000001",rural-rural,1867
590,590,"47.927240700000006 , 14.392888000000001","48.0864307 , 14.393470800000001",rural-rural,1868
591,591,"47.414100700000006 , 13.240259100000001","47.326759900000006 , 13.2402004",rural-rural,1731
592,592,"47.981080500000004 , 13.6164865","47.774540300000005 , 13.6166549",urban-rural,1870
593,593,"48.3869331 , 16.7194372","48.1979673 , 16.7190295",rural-rural,1730
594,594,"47.520093900000006 , 16.1698326","47.6271105 , 16.0633573",rural-rural,1730
595,595,"47.228655 , 13.0039394","47.2282972 , 12.828297500000001",urban-urban,1871
596,596,"46.6648938 , 13.915397400000002","46.538365500000005 , 13.915919",urban-rural,1729
597,597,"48.1228897 , 15.608963800000001","47.9852846 , 15.746079900000002",rural-rural,1729
598,598,"48.4778327 , 15.747818800000001","48.345148200000004 , 15.8808088",rural-rural,1872
599,599,"48.155453 , 16.318516600000002","48.309132500000004 , 16.4721246",urban-urban,1728
600,600,"48.06177 , 13.188191600000001","47.8873885 , 13.362002200000001",urban-rural,1872
601,601,"48.2884016 , 14.3568247","48.4103767 , 14.2354383",urban-urban,1873
602,602,"48.2355766 , 14.409952200000001","48.3656584 , 14.280379300000002",urban-rural,1874
603,603,"47.6000242 , 13.3483602","47.4962515 , 13.4525669",urban-rural,1874
604,604,"48.278756400000006 , 13.777964200000001","48.425448700000004 , 13.924291100000001",rural-rural,1726
605,605,"47.3970088 , 13.6000288","47.3965365 , 13.882402500000001",urban-rural,1875
606,606,"46.8997533 , 15.353643000000002","46.733130100000004 , 15.354040900000001",urban-rural,1875
607,607,"48.102314 , 14.6773307","47.9671328 , 14.8127715",rural-rural,1724
608,608,"48.6318606 , 15.7886413","48.480264000000005 , 15.6365624",urban-rural,1724
609,609,"47.2217709 , 12.8295258","47.2220164 , 12.9888975",urban-urban,1877
610,610,"46.655650800000004 , 14.333695100000002","46.522105100000005 , 14.2001003",urban-urban,1877
611,611,"48.441728000000005 , 14.344897000000001","48.56661870000001 , 14.469645900000002",urban-rural,1878
612,612,"47.0115628 , 15.299926600000001","47.1731076 , 15.3001205",urban-rural,1878
613,613,"48.0957091 , 14.5235149","48.095398900000006 , 14.820850900000002",rural-urban,1878
614,614,"46.6274079 , 14.1735705","46.758597 , 14.3051381",rural-urban,1721
615,615,"48.712375400000006 , 13.8491815","48.585168800000005 , 13.8486398",urban-rural,1720
